video_id,duration_sec,frames_per_sec,width,height,rn
R100153,35.336,29.97,480,360,153
R100154,16.017,29.97,544,360,154
R100155,25.426,29.97,480,360,155
R100156,14.515,29.97,640,360,156
R100157,36.162,23.976,640,360,157
R100158,60.027,29.97,480,360,158
R100159,25.192,29.97,480,360,159
R100160,24.025,29.97,480,360,160
R100161,23.4,25.0,480,360,161
R100162,60.027,29.97,480,360,162
R100163,18.919,29.97,480,360,163
R100164,57.058,29.97,480,360,164
R100165,8.876,29.97,640,360,165
R100166,15.249,29.97,640,360,166
R100167,30.131,29.97,360,480,167
R100168,30.631,29.97,480,360,168
R100169,19.167,24.0,640,360,169
R100170,60.027,29.97,640,360,170
R100171,11.779,29.97,480,360,171
R100172,41.475,29.97,480,360,172
R100173,11.012,29.97,480,360,173
R100174,6.474,29.97,360,368,174
R100175,26.827,29.97,640,360,175
R100176,10.584,24.0,640,360,176
R100177,27.595,29.97,640,360,177
R100178,24.558,29.97,640,360,178
R100179,21.555,29.97,640,360,179
R100180,7.241,29.97,480,360,180
R100181,37.138,29.97,640,360,181
R100182,24.025,29.97,640,360,182
R100183,29.8,25.0,480,360,183
R100184,15.016,29.97,480,360,184
R100185,60.027,29.97,480,360,185
R100186,17.618,29.97,568,320,186
R100187,50.259,23.976,640,360,187
R100188,7.508,29.97,640,360,188
R100189,33.934,29.97,480,360,189
R100190,12.0,24.0,640,360,190
R100191,20.0,24.0,640,360,191
R100192,50.618,29.97,568,320,192
R100193,45.479,29.97,360,640,193
R100194,32.783,23.976,480,360,194
R100195,5.706,29.97,640,360,195
R100196,19.02,29.97,640,360,196
R100197,6.54,29.97,480,360,197
R100198,13.981,29.97,480,360,198
R100199,60.027,29.97,480,360,199
R100200,60.027,29.97,640,360,200
R100201,16.12,25.0,640,360,201
R100202,43.11,29.97,480,360,202
R100203,39.974,29.97,480,360,203
R100204,8.509,29.97,640,360,204
R100205,26.627,29.97,480,360,205
R100206,34.869,29.97,480,360,206
R100207,6.374,29.97,480,360,207
R100208,21.222,29.97,480,360,208
R100209,15.616,29.97,640,360,209
R100210,14.148,29.97,640,360,210
R100211,38.873,29.97,640,352,211
R100212,60.027,29.97,360,640,212
R100213,41.242,29.97,480,360,213
R100214,31.198,23.976,640,360,214
R100215,60.027,29.97,640,360,215
R100216,53.854,29.97,480,360,216
R100217,12.013,29.97,640,360,217
R100218,45.171,23.976,640,360,218
R100219,60.027,29.97,480,360,219
R100220,16.817,29.97,640,360,220
R100221,8.509,29.97,640,360,221
R100222,11.512,29.97,480,360,222
R100223,8.342,29.97,640,360,223
R100224,59.593,29.97,640,360,224
R100225,20.154,29.97,480,360,225
R100226,7.575,29.97,640,360,226
R100227,20.354,29.97,480,360,227
R100228,9.04,25.0,640,360,228
R100229,60.0,25.0,480,360,229
R100230,46.672,23.976,480,360,230
R100231,14.515,29.97,640,360,231
R100232,21.055,29.97,480,360,232
R100233,18.019,29.97,640,360,233
R100234,60.0,25.0,640,360,234
R100235,36.637,29.97,640,360,235
R100236,13.68,25.0,640,360,236
R100237,6.007,29.97,480,360,237
R100238,23.224,29.97,640,360,238
R100239,19.0,24.0,640,360,239
R100240,20.0,25.0,480,360,240
R100241,60.027,29.97,480,360,241
R100242,10.0,24.0,640,360,242
R100243,8.909,29.97,640,360,243
R100244,6.44,29.97,544,360,244
R100245,31.098,29.97,480,360,245
R100246,35.97,29.97,480,360,246
R100247,7.975,29.97,480,360,247
R100248,60.027,29.97,544,360,248
R100249,22.656,29.97,640,360,249
R100250,19.02,29.97,480,360,250
R100251,47.048,29.97,480,360,251
R100252,52.219,29.97,480,360,252
R100253,56.72,25.0,640,360,253
R100254,18.252,29.97,480,360,254
R100255,18.394,23.976,480,360,255
R100256,21.455,29.97,480,360,256
R100257,50.918,29.97,480,360,257
R100258,22.94,23.976,640,360,258
R100259,15.116,29.97,360,640,259
R100260,27.495,29.97,480,360,260
R100261,60.027,29.97,544,360,261
R100262,60.027,29.97,480,360,262
R100263,60.0,25.0,480,360,263
R100264,54.488,29.97,640,360,264
R100265,6.774,29.97,640,360,265
R100266,38.272,29.97,480,360,266
R100267,36.771,29.97,568,320,267
R100268,45.079,29.97,480,360,268
R100269,21.956,29.97,480,360,269
R100270,60.027,29.97,640,360,270
R100271,35.302,29.97,480,360,271
R100272,60.027,29.97,640,360,272
R100273,9.677,29.97,640,360,273
R100274,7.975,29.97,480,360,274
R100275,6.841,29.97,640,360,275
R100276,17.518,29.97,480,360,276
R100277,13.264,23.976,640,360,277
R100278,16.017,29.97,480,360,278
R100279,27.495,29.97,480,360,279
R100280,17.718,29.97,480,360,280
R100281,52.62,29.97,480,360,281
R100282,11.312,29.97,568,320,282
R100283,20.821,29.97,480,360,283
R100284,28.4,25.0,640,360,284
R100285,41.175,29.97,640,360,285
R100286,55.0,24.0,640,360,286
R100287,33.034,29.97,480,360,287
R100288,20.087,29.97,480,360,288
R100289,6.507,29.97,480,360,289
R100290,19.286,29.97,640,360,290
R100291,11.48,25.0,480,360,291
R100292,17.018,29.97,640,360,292
R100293,60.027,29.97,360,640,293
R100294,11.512,29.97,640,360,294
R100295,31.899,29.97,480,360,295
R100296,24.325,29.97,360,640,296
R100297,33.634,29.97,360,480,297
R100298,24.425,29.97,640,360,298
R100299,12.646,29.97,640,360,299
R100300,51.686,29.97,480,360,300
R100301,12.513,29.97,640,360,301
R100302,14.849,29.97,480,360,302
R100303,34.268,29.97,480,360,303
R100304,60.027,29.97,640,360,304
R100305,33.434,29.97,480,360,305
R100306,60.027,29.97,640,360,306
R100307,32.666,29.97,568,320,307
R100308,25.2,25.0,480,360,308
R100309,13.347,29.97,480,360,309
R100310,17.709,24.0,640,360,310
R100311,30.698,29.97,480,360,311
R100312,30.0,24.0,640,360,312
R100313,42.877,29.97,480,360,313
R100314,18.119,29.97,640,360,314
R100315,60.0,24.0,480,360,315
R100316,60.019,23.976,640,360,316
R100317,60.027,29.97,640,360,317
R100318,60.027,29.97,480,360,318
R100319,10.644,29.97,360,480,319
R100320,60.027,29.97,640,360,320
R100321,21.125,24.0,640,360,321
R100322,43.944,29.97,640,360,322
R100323,8.909,29.97,480,360,323
R100324,5.773,29.97,640,360,324
R100325,60.019,23.976,360,480,325
R100326,5.56,25.0,640,360,326
R100327,27.0,24.0,640,360,327
R100328,16.817,29.97,480,360,328
R100329,21.589,29.97,640,360,329
R100330,30.44,25.0,640,360,330
R100331,30.52,25.0,640,360,331
R100332,54.088,29.97,568,320,332
R100333,60.027,29.97,480,360,333
R100334,26.994,29.97,640,360,334
R100335,60.027,29.97,640,360,335
R100336,51.752,29.97,640,360,336
R100337,60.027,29.97,480,360,337
R100338,12.542,24.0,640,360,338
R100339,60.027,29.97,480,360,339
R100340,9.76,23.976,640,360,340
R100341,16.017,29.97,480,360,341
R100342,9.377,29.97,480,360,342
R100343,53.721,23.976,640,360,343
R100344,49.4,25.0,640,360,344
R100345,60.027,29.97,448,360,345
R100346,8.609,29.97,640,360,346
R100347,25.226,29.97,640,360,347
R100348,60.027,29.97,480,360,348
R100349,9.677,29.97,640,360,349
R100350,9.91,29.97,480,360,350
R100351,17.318,29.97,480,360,351
R100352,15.167,24.0,640,360,352
R100353,60.027,29.97,480,360,353
R100354,41.876,29.97,480,360,354
R100355,60.027,29.97,360,640,355
R100356,49.55,29.97,640,360,356
R100357,44.378,29.97,480,360,357
R100358,60.027,29.97,480,360,358
R100359,25.393,29.97,320,568,359
R100360,60.027,29.97,480,360,360
R100361,31.399,29.97,360,480,361
R100362,33.367,23.976,640,360,362
R100363,22.757,29.97,480,360,363
R100364,60.027,29.97,640,360,364
R100365,46.589,23.976,640,360,365
R100366,44.011,29.97,480,360,366
R100367,15.316,29.97,640,360,367
R100368,16.417,29.97,640,360,368
R100369,60.027,29.97,480,360,369
R100370,60.027,29.97,480,360,370
R100371,24.925,29.97,480,360,371
R100372,30.531,29.97,640,360,372
R100373,56.72,25.0,640,360,373
R100374,30.031,29.97,640,360,374
R100375,6.073,29.97,360,368,375
R100376,27.595,29.97,480,360,376
R100377,18.152,29.97,480,360,377
R100378,60.027,29.97,480,360,378
R100379,83.718,29.97,360,480,379
R100380,89.657,29.97,544,360,380
R100381,59.827,29.97,480,360,381
R100382,40.041,29.97,640,360,382
R100383,15.916,29.97,608,360,383
R100384,17.084,29.97,640,360,384
R100385,42.418,23.976,640,360,385
R100386,15.016,29.97,360,368,386
R100387,60.027,29.97,640,360,387
R100388,14.598,23.976,480,360,388
R100389,49.8,23.976,640,360,389
R100390,7.883,23.976,480,360,390
R100391,13.447,29.97,480,360,391
R100392,27.0,24.0,640,360,392
R100393,11.095,23.976,360,480,393
R100394,23.958,29.97,480,360,394
R100395,7.375,29.97,480,360,395
R100396,39.54,29.97,640,360,396
R100397,24.091,29.97,640,360,397
R100398,8.542,29.97,480,360,398
R100399,19.02,29.97,640,360,399
R100400,26.994,29.97,480,360,400
R100401,22.023,23.976,640,360,401
R100402,60.019,23.976,640,360,402
R100403,60.019,23.976,640,360,403
R100404,20.98,23.976,480,360,404
R100405,60.027,29.97,480,360,405
R100406,24.458,29.97,640,360,406
R100407,47.114,29.97,640,360,407
R100408,21.989,29.97,640,360,408
R100409,22.89,29.97,640,360,409
R100410,22.917,24.0,640,360,410
R100411,60.019,23.976,480,360,411
R100412,12.213,29.97,480,360,412
R100413,43.31,29.97,360,640,413
R100414,21.088,29.97,640,360,414
R100415,60.027,29.97,360,480,415
R100416,21.022,29.97,480,360,416
R100417,16.017,29.97,640,360,417
R100418,38.539,29.97,480,360,418
R100419,60.027,29.97,640,360,419
R100420,33.401,29.97,640,360,420
R100421,6.16,25.0,640,360,421
R100422,50.751,29.97,480,360,422
R100423,12.713,29.97,640,360,423
R100424,7.742,29.97,480,360,424
R100425,33.034,29.97,480,360,425
R100426,26.127,29.97,480,360,426
R100427,31.098,29.97,640,360,427
R100428,27.375,24.0,360,480,428
R100429,10.428,23.976,640,360,429
R100430,13.881,29.97,480,360,430
R100431,32.5,24.0,640,360,431
R100432,37.304,29.97,360,640,432
R100433,60.027,29.97,480,360,433
R100434,30.664,29.97,480,360,434
R100435,36.771,29.97,568,320,435
R100436,40.174,29.97,480,360,436
R100437,30.164,29.97,480,360,437
R100438,54.488,29.97,360,640,438
R100439,60.027,29.97,640,360,439
R100440,34.0,24.0,640,360,440
R100441,14.515,29.97,640,360,441
R100442,30.765,29.97,640,360,442
R100443,14.015,29.97,480,360,443
R100444,9.72,25.0,480,360,444
R100445,20.5,24.0,640,360,445
R100446,5.006,29.97,480,360,446
R100447,43.811,29.97,480,360,447
R100448,39.874,29.97,640,360,448
R100449,10.745,29.97,480,360,449
R100450,44.045,29.97,640,360,450
R100451,35.578,23.976,480,360,451
R100452,18.019,29.97,640,360,452
R100453,60.019,23.976,480,360,453
R100454,25.226,29.97,640,360,454
R100455,54.221,29.97,480,360,455
R100456,14.982,29.97,360,480,456
R100457,50.718,29.97,480,360,457
R100458,29.989,23.976,480,360,458
R100459,16.017,29.97,480,360,459
R100460,21.956,29.97,480,360,460
R100461,6.34,23.976,480,360,461
R100462,13.781,29.97,480,360,462
R100463,45.292,24.0,640,360,463
R100464,60.0,25.0,448,360,464
R100465,23.357,23.976,480,360,465
R100466,23.924,29.97,480,360,466
R100467,21.022,29.97,480,360,467
R100468,16.16,25.0,640,360,468
R100469,42.043,29.97,480,360,469
R100470,30.031,29.97,640,360,470
R100471,60.027,29.97,640,360,471
R100472,10.511,29.97,640,360,472
R100473,22.523,29.97,480,360,473
R100474,31.198,29.97,480,360,474
R100475,6.874,29.97,640,360,475
R100476,21.122,29.97,360,640,476
R100477,60.027,29.97,480,360,477
R100478,38.939,29.97,480,360,478
R100479,60.027,29.97,480,360,479
R100480,7.375,29.97,480,360,480
R100481,45.813,29.97,480,360,481
R100482,21.589,29.97,480,360,482
R100483,38.205,29.97,640,360,483
R100484,29.764,29.97,480,360,484
R100485,46.981,29.97,480,360,485
R100486,20.788,29.97,480,360,486
R100487,6.44,29.97,640,360,487
R100488,7.808,29.97,640,360,488
R100489,14.315,29.97,480,360,489
R100490,27.428,29.97,480,360,490
R100491,46.18,29.97,500,332,491
R100492,5.74,29.97,480,360,492
R100493,11.0,24.0,640,360,493
R100494,60.019,23.976,360,640,494
R100495,13.114,29.97,480,360,495
R100496,60.027,29.97,480,360,496
R100497,12.313,29.97,480,360,497
R100498,17.685,29.97,360,480,498
R100499,60.027,29.97,640,360,499
R100500,41.909,29.97,480,360,500
R100501,38.606,29.97,640,360,501
R100502,49.15,29.97,544,360,502
R100503,46.28,25.0,640,360,503
R100504,60.027,29.97,640,360,504
R100505,6.24,29.97,480,360,505
R100506,60.027,29.97,640,360,506
R100507,16.017,29.97,640,360,507
R100508,60.027,29.97,480,360,508
R100509,27.261,29.97,480,360,509
R100510,50.151,29.97,480,360,510
R100511,7.049,23.976,480,360,511
R100512,21.956,29.97,640,360,512
R100513,48.082,29.97,320,568,513
R100514,17.451,29.97,640,360,514
R100515,60.019,23.976,480,360,515
R100516,26.027,29.97,480,360,516
R100517,60.027,29.97,544,360,517
R100518,33.668,29.97,480,360,518
R100519,20.021,29.97,480,360,519
R100520,8.609,29.97,640,360,520
R100521,40.041,29.97,640,360,521
R100522,36.737,29.97,480,360,522
R100523,10.144,29.97,480,360,523
R100524,17.28,25.0,480,360,524
R100525,60.027,29.97,640,360,525
R100526,25.893,29.97,640,360,526
R100527,23.024,29.97,480,360,527
R100528,28.963,29.97,480,360,528
R100529,11.52,25.0,480,360,529
R100530,10.077,29.97,640,360,530
R100531,44.612,29.97,480,360,531
R100532,21.022,29.97,640,360,532
R100533,60.027,29.97,640,360,533
R100534,13.748,29.97,480,360,534
R100535,24.925,29.97,480,360,535
R100536,18.72,25.0,640,360,536
R100537,53.054,29.97,480,360,537
R100538,22.56,25.0,640,360,538
R100539,60.027,29.97,640,360,539
R100540,60.027,29.97,480,360,540
R100541,24.892,29.97,640,360,541
R100542,21.489,29.97,480,360,542
R100543,20.771,23.976,480,360,543
R100544,27.928,29.97,480,360,544
R100545,12.346,29.97,480,360,545
R100546,7.967,23.976,640,360,546
R100547,60.027,29.97,480,360,547
R100548,26.494,29.97,480,360,548
R100549,6.474,29.97,640,360,549
R100550,32.8,29.97,640,360,550
R100551,47.281,29.97,480,360,551
R100552,20.521,29.97,640,360,552
R100553,22.256,29.97,480,360,553
R100554,13.014,29.97,640,360,554
R100555,25.526,29.97,640,360,555
R100556,11.746,29.97,640,360,556
R100557,15.049,29.97,360,368,557
R100558,31.132,29.97,568,320,558
R100559,36.604,29.97,640,360,559
R100560,22.023,29.97,480,360,560
R100561,38.906,29.97,480,360,561
R100562,44.512,29.97,640,360,562
R100563,60.019,23.976,640,360,563
R100564,60.027,29.97,480,360,564
R100565,31.332,29.97,640,360,565
R100566,9.844,29.97,360,640,566
R100567,37.405,29.97,480,360,567
R100568,12.48,29.97,480,360,568
R100569,10.945,29.97,640,360,569
R100570,17.785,29.97,640,360,570
R100571,36.72,25.0,480,360,571
R100572,60.027,29.97,640,360,572
R100573,41.208,29.97,640,360,573
R100574,24.792,29.97,480,360,574
R100575,60.027,29.97,480,360,575
R100576,17.28,25.0,640,360,576
R100577,13.18,29.97,480,360,577
R100578,12.013,29.97,640,360,578
R100579,46.18,29.97,480,360,579
R100580,21.022,29.97,480,360,580
R100581,60.0,24.0,640,360,581
R100582,39.04,29.97,480,360,582
R100583,41.542,29.97,640,360,583
R100584,16.517,29.97,480,360,584
R100585,16.851,29.97,480,360,585
R100586,22.89,29.97,640,360,586
R100587,60.027,29.97,640,360,587
R100588,6.007,23.976,480,360,588
R100589,60.019,23.976,480,360,589
R100590,20.021,29.97,480,360,590
R100591,46.047,29.97,360,480,591
R100592,14.64,25.0,640,360,592
R100593,27.361,29.97,480,360,593
R100594,43.01,29.97,480,360,594
R100595,17.918,29.97,360,640,595
R100596,25.026,29.97,640,360,596
R100597,43.044,29.97,480,360,597
R100598,22.023,29.97,640,360,598
R100599,21.022,29.97,480,360,599
R100600,41.375,29.97,640,360,600
R100601,23.733,23.976,480,360,601
R100602,11.879,29.97,480,360,602
R100603,56.891,29.97,640,360,603
R100604,36.837,29.97,640,360,604
R100605,31.198,29.97,640,360,605
R100606,31.966,29.97,640,360,606
R100607,22.823,29.97,360,480,607
R100608,60.027,29.97,480,360,608
R100609,25.0,24.0,640,360,609
R100610,20.421,29.97,544,360,610
R100611,60.027,29.97,480,360,611
R100612,21.288,29.97,640,360,612
R100613,30.064,29.97,480,360,613
R100614,60.027,29.97,640,360,614
R100615,22.44,23.976,480,360,615
R100616,26.627,29.97,480,360,616
R100617,26.994,29.97,480,360,617
R100618,31.824,23.976,360,640,618
R100619,21.555,29.97,640,360,619
R100620,25.726,29.97,480,360,620
R100621,34.535,29.97,640,360,621
R100622,12.013,29.97,480,360,622
R100623,23.357,29.97,480,360,623
R100624,23.057,29.97,480,360,624
R100625,40.908,29.97,480,360,625
R100626,60.027,29.97,544,360,626
R100627,19.787,29.97,640,360,627
R100628,60.027,29.97,480,360,628
R100629,12.013,29.97,640,360,629
R100630,55.76,25.0,640,360,630
R100631,60.027,29.97,640,360,631
R100632,10.578,29.97,640,360,632
R100633,18.686,29.97,640,360,633
R100634,60.027,29.97,480,360,634
R100635,56.59,29.97,640,360,635
R100636,60.019,23.976,480,360,636
R100637,9.243,29.97,640,360,637
R100638,22.223,29.97,480,360,638
R100639,60.027,29.97,480,360,639
R100640,9.944,29.97,480,360,640
R100641,6.607,29.97,360,368,641
R100642,36.103,29.97,640,360,642
R100643,13.36,25.0,640,360,643
R100644,12.58,29.97,640,360,644
R100645,60.0,24.0,640,360,645
R100646,60.027,29.97,544,360,646
R100647,34.735,29.97,480,360,647
R100648,24.992,29.97,640,360,648
R100649,6.54,29.97,360,368,649
R100650,13.014,29.97,640,360,650
R100651,60.0,25.0,480,360,651
R100652,7.675,29.97,480,360,652
R100653,34.869,23.976,480,360,653
R100654,10.578,29.97,480,360,654
R100655,5.206,29.97,640,360,655
R100656,5.047,23.976,640,360,656
R100657,60.027,29.97,480,360,657
R100658,13.981,29.97,640,360,658
R100659,10.511,29.97,480,360,659
R100660,16.017,29.97,480,360,660
R100661,60.027,29.97,480,360,661
R100662,46.981,29.97,480,360,662
R100663,42.677,29.97,360,640,663
R100664,60.027,29.97,480,360,664
R100665,8.075,29.97,480,360,665
R100666,15.082,29.97,480,360,666
R100667,42.12,25.0,480,360,667
R100668,12.209,24.0,640,360,668
R100669,5.106,29.97,640,360,669
R100670,11.112,29.97,360,640,670
R100671,12.346,29.97,640,360,671
R100672,23.557,29.97,480,360,672
R100673,60.027,29.97,480,360,673
R100674,7.975,29.97,360,640,674
R100675,25.559,29.97,640,360,675
R100676,16.0,24.0,640,360,676
R100677,20.888,29.97,480,360,677
R100678,29.625,24.0,640,360,678
R100679,60.027,29.97,480,360,679
R100680,17.118,29.97,568,320,680
R100681,24.48,25.0,640,360,681
R100682,11.679,29.97,480,360,682
R100683,60.027,29.97,480,360,683
R100684,17.0,24.0,640,360,684
R100685,29.23,29.97,640,360,685
R100686,8.075,29.97,480,360,686
R100687,12.813,29.97,640,360,687
R100688,17.32,25.0,480,360,688
R100689,60.027,29.97,544,360,689
R100690,54.755,29.97,480,360,690
R100691,7.274,29.97,480,360,691
R100692,5.639,29.97,640,360,692
R100693,30.56,25.0,480,360,693
R100694,33.367,29.97,640,360,694
R100695,17.385,29.97,640,360,695
R100696,60.0,25.0,480,360,696
R100697,27.962,29.97,640,360,697
R100698,47.548,29.97,480,360,698
R100699,26.794,29.97,480,360,699
R100700,31.365,29.97,640,360,700
R100701,49.45,29.97,640,360,701
R100702,14.849,29.97,480,360,702
R100703,46.48,25.0,480,360,703
R100704,15.625,24.0,640,360,704
R100705,60.027,29.97,640,360,705
R100706,10.428,23.976,640,360,706
R100707,5.806,29.97,480,360,707
R100708,22.456,29.97,480,360,708
R100709,18.119,29.97,480,360,709
R100710,24.225,29.97,360,640,710
R100711,24.859,29.97,480,360,711
R100712,26.36,29.97,480,360,712
R100713,60.027,29.97,640,360,713
R100714,37.838,29.97,480,360,714
R100715,11.012,29.97,640,360,715
R100716,60.027,29.97,480,360,716
R100717,60.0,25.0,480,360,717
R100718,60.027,29.97,480,360,718
R100719,60.027,29.97,480,360,719
R100720,16.56,25.0,480,360,720
R100721,22.056,29.97,480,360,721
R100722,28.529,29.97,640,360,722
R100723,58.559,29.97,544,360,723
R100724,15.516,29.97,640,360,724
R100725,6.04,29.97,426,320,725
R100726,7.975,29.97,480,360,726
R100727,18.185,23.976,640,360,727
R100728,60.027,29.97,360,480,728
R100729,19.887,29.97,480,360,729
R100730,16.8,25.0,432,360,730
R100731,12.78,29.97,640,360,731
R100732,20.621,29.97,480,360,732
R100733,48.5,24.0,640,360,733
R100734,16.083,29.97,640,360,734
R100735,60.027,29.97,480,360,735
R100736,9.61,29.97,480,360,736
R100737,60.027,29.97,480,360,737
R100738,20.621,29.97,480,360,738
R100739,25.226,29.97,568,320,739
R100740,33.042,24.0,640,360,740
R100741,60.027,29.97,480,360,741
R100742,8.943,29.97,360,544,742
R100743,60.027,29.97,480,360,743
R100744,25.059,29.97,480,360,744
R100745,19.353,29.97,640,360,745
R100746,60.027,29.97,640,360,746
R100747,60.027,29.97,640,360,747
R100748,8.009,29.97,640,360,748
R100749,57.0,24.0,640,360,749
R100750,13.147,29.97,640,360,750
R100751,20.56,25.0,640,360,751
R100752,24.458,29.97,640,360,752
R100753,47.982,29.97,480,360,753
R100754,60.0,25.0,480,360,754
R100755,30.197,29.97,544,360,755
R100756,24.158,29.97,640,360,756
R100757,33.934,29.97,640,360,757
R100758,34.035,29.97,480,360,758
R100759,60.027,29.97,640,360,759
R100760,23.657,29.97,640,360,760
R100761,15.149,29.97,480,360,761
R100762,14.292,24.0,640,360,762
R100763,60.027,29.97,480,360,763
R100764,30.031,29.97,360,640,764
R100765,60.0,24.0,640,360,765
R100766,9.81,29.97,480,360,766
R100767,23.657,29.97,640,360,767
R100768,60.0,25.0,448,360,768
R100769,34.568,29.97,360,640,769
R100770,21.989,29.97,480,360,770
R100771,23.524,29.97,640,360,771
R100772,15.016,29.97,480,360,772
R100773,16.517,29.97,640,360,773
R100774,31.699,23.976,640,360,774
R100775,30.031,29.97,480,360,775
