video_id,duration_sec,frames_per_sec,width,height,rn
Q100261,42.134,30.0,960,360,261
Q100262,29.53,29.97,480,360,262
Q100263,21.122,29.97,656,360,263
Q100264,60.027,29.97,544,360,264
Q100265,12.16,25.0,640,360,265
Q100266,32.199,29.97,640,360,266
Q100267,25.593,29.97,480,360,267
Q100268,33.067,29.97,360,432,268
Q100269,22.767,30.0,640,360,269
Q100270,60.027,29.97,480,360,270
Q100271,60.0,25.0,640,360,271
Q100272,15.2,25.0,480,360,272
Q100273,6.874,29.97,480,360,273
Q100274,11.512,29.97,640,360,274
Q100275,60.027,29.97,640,360,275
Q100276,55.8,25.0,480,360,276
Q100277,10.011,29.97,640,360,277
Q100278,59.76,25.0,480,360,278
Q100279,67.335,29.97,608,360,279
Q100280,10.011,29.97,640,360,280
Q100281,10.077,29.97,360,640,281
Q100282,21.756,29.97,480,360,282
Q100283,18.552,29.97,480,360,283
Q100284,10.08,25.0,480,360,284
Q100285,12.079,29.97,480,360,285
Q100286,25.826,29.97,480,360,286
Q100287,15.0,24.0,640,360,287
Q100288,60.027,29.97,480,360,288
Q100289,15.84,25.0,480,360,289
Q100290,48.716,29.97,640,360,290
Q100291,60.027,29.97,360,480,291
Q100292,14.582,29.97,480,360,292
Q100293,60.027,29.97,480,360,293
Q100294,38.0,24.0,640,360,294
Q100295,25.359,29.97,640,360,295
Q100296,55.6,30.0,448,360,296
Q100297,19.387,29.97,640,360,297
Q100298,25.326,29.97,640,360,298
Q100299,35.202,29.97,360,640,299
Q100300,59.994,29.97,480,360,300
Q100301,11.412,29.97,480,360,301
Q100302,24.759,29.97,480,360,302
Q100303,14.015,23.976,640,360,303
Q100304,26.227,29.97,480,360,304
Q100305,10.594,23.976,640,360,305
Q100306,11.712,29.97,480,360,306
Q100307,60.027,29.97,480,360,307
Q100308,5.52,25.0,640,360,308
Q100309,57.892,29.97,348,1188,309
Q100310,62.5,24.0,560,360,310
Q100311,9.552,23.976,640,360,311
Q100312,12.58,29.97,640,360,312
Q100313,54.388,29.97,640,360,313
Q100314,23.657,29.97,640,360,314
Q100315,60.234,30.0,656,360,315
Q100316,40.041,29.97,480,360,316
Q100317,33.12,25.0,448,360,317
Q100318,60.027,29.97,480,360,318
Q100319,23.834,30.0,704,360,319
Q100320,74.775,29.97,360,544,320
Q100321,16.017,29.97,480,360,321
Q100322,29.363,29.97,480,360,322
Q100323,60.027,29.97,480,360,323
Q100324,60.027,29.97,640,360,324
Q100325,40.0,24.0,640,360,325
Q100326,42.343,29.97,480,360,326
Q100327,60.027,29.97,480,360,327
Q100328,17.018,29.97,360,480,328
Q100329,12.913,29.97,480,360,329
Q100330,21.689,29.97,640,360,330
Q100331,19.954,29.97,480,360,331
Q100332,56.557,29.97,480,360,332
Q100333,59.76,29.97,1280,360,333
Q100334,16.017,29.97,640,360,334
Q100335,6.14,29.97,480,360,335
Q100336,18.619,29.97,480,360,336
Q100337,5.906,29.97,480,360,337
Q100338,60.0,24.0,640,360,338
Q100339,32.6,29.97,480,360,339
Q100340,31.532,29.97,480,360,340
Q100341,9.477,29.97,568,320,341
Q100342,32.6,29.97,544,360,342
Q100343,16.976,23.976,640,360,343
Q100344,180.0,25.0,480,360,344
Q100345,26.66,29.97,480,360,345
Q100346,60.027,29.97,640,360,346
Q100347,27.661,29.97,640,352,347
Q100348,19.653,29.97,368,360,348
Q100349,30.231,29.97,360,480,349
Q100350,15.016,29.97,640,360,350
Q100351,30.931,29.97,640,360,351
Q100352,8.642,29.97,480,360,352
Q100353,46.567,30.0,1120,360,353
Q100354,47.882,29.97,432,360,354
Q100355,60.027,29.97,480,360,355
Q100356,96.13,29.97,360,544,356
Q100357,23.124,29.97,640,360,357
Q100358,12.546,29.97,480,360,358
Q100359,50.885,29.97,480,360,359
Q100360,37.8,25.0,480,360,360
Q100361,60.019,23.976,640,360,361
Q100362,20.421,29.97,640,360,362
Q100363,60.027,29.97,480,360,363
Q100364,63.864,29.97,960,360,364
Q100365,13.247,29.97,640,360,365
Q100366,27.094,29.97,640,360,366
Q100367,24.058,29.97,480,360,367
Q100368,60.027,29.97,480,360,368
Q100369,22.023,29.97,480,360,369
Q100370,47.682,29.97,640,360,370
Q100371,6.974,29.97,568,320,371
Q100372,9.36,25.0,480,360,372
Q100373,73.174,29.97,480,360,373
Q100374,32.6,29.97,640,360,374
Q100375,60.027,29.97,640,360,375
Q100376,34.035,23.976,640,360,376
Q100377,61.934,30.0,416,360,377
Q100378,39.774,29.97,480,360,378
Q100379,10.644,29.97,640,360,379
Q100380,26.06,29.97,640,360,380
Q100381,15.549,29.97,640,360,381
Q100382,60.027,29.97,480,360,382
Q100383,14.448,29.97,640,360,383
Q100384,19.02,23.976,480,360,384
Q100385,17.143,23.976,640,360,385
Q100386,10.761,23.976,360,480,386
Q100387,11.078,29.97,480,360,387
Q100388,41.876,29.97,480,360,388
Q100389,41.542,29.97,640,360,389
Q100390,60.027,29.97,480,360,390
Q100391,28.095,29.97,640,360,391
Q100392,40.916,23.976,640,360,392
Q100393,59.643,23.976,360,480,393
Q100394,46.967,30.0,360,512,394
Q100395,9.01,29.97,480,360,395
Q100396,24.892,29.97,390,292,396
Q100397,81.234,30.0,480,360,397
Q100398,56.867,30.0,480,360,398
Q100399,6.841,29.97,480,360,399
Q100400,23.391,29.97,640,360,400
Q100401,59.267,30.0,480,360,401
Q100402,60.027,29.97,640,360,402
Q100403,52.875,24.0,360,560,403
Q100404,28.963,29.97,640,360,404
Q100405,20.021,29.97,480,360,405
Q100406,39.04,29.97,480,360,406
Q100407,19.8,25.0,640,360,407
Q100408,43.177,29.97,640,360,408
Q100409,21.589,29.97,480,360,409
Q100410,21.589,29.97,480,360,410
Q100411,44.345,29.97,480,360,411
Q100412,30.031,29.97,480,360,412
Q100413,43.944,29.97,640,360,413
Q100414,39.934,30.0,640,360,414
Q100415,52.167,30.0,1568,360,415
Q100416,11.212,29.97,480,360,416
Q100417,44.506,27.65923,480,360,417
Q100418,72.106,29.97,480,360,418
Q100419,29.13,29.97,480,360,419
Q100420,26.16,29.97,480,360,420
Q100421,17.685,29.97,640,360,421
Q100422,32.266,29.97,640,360,422
Q100423,37.042,24.0,640,360,423
Q100424,7.742,29.97,640,360,424
Q100425,40.908,29.97,568,320,425
Q100426,19.92,29.97,640,360,426
Q100427,52.72,29.97,448,360,427
Q100428,10.311,29.97,640,360,428
Q100429,21.956,29.97,480,360,429
Q100430,29.764,29.97,480,360,430
Q100431,44.679,29.97,640,360,431
Q100432,60.027,29.97,608,360,432
Q100433,50.151,29.97,1280,360,433
Q100434,14.715,29.97,640,360,434
Q100435,16.217,29.97,480,360,435
Q100436,11.762,23.976,640,360,436
Q100437,30.573,23.976,360,480,437
Q100438,59.76,25.0,480,360,438
Q100439,59.76,29.97,360,400,439
Q100440,16.734,30.0,360,368,440
Q100441,54.221,23.976,480,360,441
Q100442,29.163,29.97,480,360,442
Q100443,20.021,29.97,480,360,443
Q100444,29.72,25.0,480,360,444
Q100445,8.342,29.97,640,360,445
Q100446,51.552,29.97,432,360,446
Q100447,41.709,29.97,640,360,447
Q100448,60.027,29.97,544,360,448
Q100449,40.4,30.0,356,476,449
Q100450,93.9,30.0,640,360,450
Q100451,12.613,29.97,480,360,451
Q100452,6.474,29.97,360,368,452
Q100453,14.982,29.97,480,360,453
Q100454,32.666,29.97,480,360,454
Q100455,46.047,29.97,640,360,455
Q100456,30.731,29.97,480,360,456
Q100457,60.027,29.97,480,360,457
Q100458,21.522,29.97,640,360,458
Q100459,60.027,29.97,480,360,459
Q100460,45.68,29.97,338,318,460
Q100461,61.729,29.97,640,360,461
Q100462,60.027,29.97,544,360,462
Q100463,41.208,29.97,640,360,463
Q100464,24.0,24.0,640,360,464
Q100465,60.027,29.97,480,360,465
Q100466,63.6,30.0,640,360,466
Q100467,23.891,29.97,640,360,467
Q100468,27.24,25.0,290,374,468
Q100469,5.72,25.0,480,360,469
Q100470,21.622,29.97,640,360,470
Q100471,54.021,29.97,360,400,471
Q100472,60.027,29.97,480,360,472
Q100473,60.027,29.97,480,360,473
Q100474,49.175,23.976,480,360,474
Q100475,27.267,30.0,640,360,475
Q100476,82.2,30.0,480,360,476
Q100477,10.945,29.97,480,360,477
Q100478,39.7,30.0,360,432,478
Q100479,5.417,24.0,360,640,479
Q100480,41.409,29.97,640,360,480
Q100481,71.034,30.0,578,326,481
Q100482,13.514,29.97,480,360,482
Q100483,39.04,29.97,640,360,483
Q100484,49.183,29.97,360,480,484
Q100485,51.652,29.97,960,360,485
Q100486,42.843,29.97,480,360,486
Q100487,32.3,30.0,640,360,487
Q100488,42.2,25.0,360,544,488
Q100489,73.24,29.97,360,384,489
Q100490,17.284,29.97,480,360,490
Q100491,33.567,29.97,480,360,491
Q100492,60.027,29.97,480,360,492
Q100493,15.249,29.97,640,360,493
Q100494,26.56,29.97,480,360,494
Q100495,17.184,29.97,480,360,495
Q100496,38.239,29.97,640,360,496
Q100497,60.0,25.0,480,360,497
Q100498,26.794,29.97,360,640,498
Q100499,33.3,29.97,480,360,499
Q100500,10.644,29.97,480,360,500
Q100501,19.82,29.97,480,360,501
Q100502,14.148,29.97,480,360,502
Q100503,10.511,29.97,640,360,503
Q100504,19.286,29.97,640,360,504
Q100505,7.508,29.97,360,480,505
Q100506,30.998,29.97,480,360,506
Q100507,20.755,29.97,640,360,507
Q100508,41.342,29.97,480,360,508
Q100509,60.027,29.97,480,360,509
Q100510,13.414,29.97,320,568,510
Q100511,44.812,29.97,480,360,511
Q100512,25.793,29.97,480,360,512
Q100513,82.116,29.97,480,360,513
Q100514,28.821,23.976,480,360,514
Q100515,89.99,29.97,576,360,515
Q100516,13.247,29.97,640,360,516
Q100517,15.25,24.0,640,360,517
Q100518,21.522,29.97,640,360,518
Q100519,51.619,29.97,480,360,519
Q100520,60.027,29.97,480,360,520
Q100521,14.648,29.97,480,360,521
Q100522,60.027,29.97,640,360,522
Q100523,15.916,29.97,640,360,523
Q100524,22.857,29.97,640,352,524
Q100525,60.027,29.97,480,360,525
Q100526,13.014,29.97,568,320,526
Q100527,21.055,29.97,360,640,527
Q100528,32.867,29.97,640,360,528
Q100529,9.677,29.97,480,360,529
Q100530,50.367,30.0,287,232,530
Q100531,40.841,29.97,480,360,531
Q100532,28.362,29.97,640,360,532
Q100533,39.94,29.97,360,464,533
Q100534,103.267,30.0,394,302,534
Q100535,17.985,29.97,624,360,535
Q100536,33.034,29.97,480,360,536
Q100537,53.834,30.0,640,360,537
Q100538,41.042,29.97,480,360,538
Q100539,23.024,29.97,480,360,539
Q100540,11.345,29.97,640,360,540
Q100541,24.7,30.0,480,360,541
Q100542,14.181,29.97,640,360,542
Q100543,8.342,29.97,360,640,543
Q100544,52.853,29.97,640,360,544
Q100545,26.627,29.97,480,360,545
Q100546,54.088,29.97,568,320,546
Q100547,25.659,29.97,480,360,547
Q100548,12.713,29.97,480,360,548
Q100549,27.367,30.0,360,400,549
Q100550,60.027,29.97,640,360,550
Q100551,51.852,29.97,480,360,551
Q100552,60.027,29.97,480,360,552
Q100553,60.0,25.0,480,360,553
Q100554,87.12,25.0,640,360,554
Q100555,10.011,29.97,640,360,555
Q100556,32.033,29.97,480,360,556
Q100557,30.598,29.97,480,360,557
Q100558,28.829,29.97,480,360,558
Q100559,65.149,23.976,480,360,559
Q100560,60.027,29.97,640,360,560
Q100561,49.05,29.97,640,360,561
Q100562,60.027,29.97,640,360,562
Q100563,13.247,29.97,480,360,563
Q100564,18.352,29.97,480,360,564
Q100565,57.48,25.0,360,480,565
Q100566,10.244,29.97,480,360,566
Q100567,29.23,29.97,480,360,567
Q100568,49.316,29.97,480,360,568
Q100569,29.797,29.97,480,360,569
Q100570,12.847,29.97,480,360,570
Q100571,60.027,29.97,480,360,571
Q100572,17.485,29.97,480,360,572
Q100573,49.05,29.97,640,360,573
Q100574,27.995,29.97,480,360,574
Q100575,60.027,29.97,480,360,575
Q100576,54.855,29.97,480,360,576
Q100577,53.36,25.0,736,360,577
Q100578,59.56,29.97,640,360,578
Q100579,18.352,29.97,480,360,579
Q100580,99.8,29.97,360,368,580
Q100581,14.782,29.97,480,360,581
Q100582,6.107,29.97,640,360,582
Q100583,78.079,23.976,360,512,583
Q100584,46.48,29.97,480,360,584
Q100585,60.019,23.976,480,360,585
Q100586,41.0,24.0,640,360,586
Q100587,37.5,24.0,640,360,587
Q100588,11.112,29.97,480,360,588
Q100589,29.28,23.976,640,360,589
Q100590,11.612,29.97,360,640,590
Q100591,13.76,25.0,448,360,591
Q100592,18.753,29.97,480,360,592
Q100593,44.845,29.97,544,360,593
Q100594,31.532,23.976,640,360,594
Q100595,27.194,29.97,640,360,595
Q100596,54.638,23.976,640,360,596
Q100597,52.353,29.97,480,360,597
Q100598,12.88,29.97,568,320,598
Q100599,30.164,29.97,480,360,599
Q100600,60.0,25.0,480,360,600
Q100601,60.027,29.97,480,360,601
Q100602,35.903,29.97,1504,360,602
Q100603,20.721,29.97,544,360,603
Q100604,7.008,29.97,480,360,604
Q100605,11.412,29.97,480,360,605
Q100606,5.606,29.97,640,360,606
Q100607,34.135,29.97,480,360,607
Q100608,60.027,29.97,480,360,608
Q100609,60.027,29.97,480,360,609
Q100610,17.601,23.976,640,360,610
Q100611,26.494,29.97,360,480,611
Q100612,60.019,23.976,640,360,612
Q100613,47.748,29.97,640,360,613
Q100614,60.019,23.976,640,360,614
Q100615,25.526,29.97,640,360,615
Q100616,38.039,29.97,640,360,616
Q100617,15.016,29.97,480,360,617
Q100618,51.686,29.97,360,640,618
Q100619,25.092,29.97,640,360,619
Q100620,60.027,29.97,360,480,620
Q100621,18.486,29.97,480,360,621
Q100622,31.4,30.0,480,360,622
Q100623,36.537,29.97,640,360,623
Q100624,35.269,29.97,480,360,624
Q100625,8.909,29.97,480,360,625
Q100626,60.027,29.97,640,360,626
Q100627,60.027,29.97,480,360,627
Q100628,14.015,29.97,640,360,628
Q100629,13.514,29.97,640,360,629
Q100630,32.199,29.97,640,360,630
Q100631,62.959,24.0,592,360,631
Q100632,7.441,29.97,640,360,632
Q100633,47.5,24.0,480,360,633
Q100634,28.0,24.0,544,360,634
Q100635,13.114,29.97,640,360,635
Q100636,15.12,25.0,480,360,636
Q100637,55.034,30.0,512,360,637
Q100638,17.184,29.97,640,360,638
Q100639,5.625,24.0,360,368,639
Q100640,30.731,29.97,480,360,640
Q100641,59.627,29.97,640,360,641
Q100642,60.019,23.976,640,360,642
Q100643,14.181,23.976,480,360,643
Q100644,21.155,29.97,640,360,644
Q100645,60.795,29.97,640,360,645
Q100646,89.99,29.97,480,360,646
Q100647,16.017,29.97,480,360,647
Q100648,13.097,23.976,640,360,648
Q100649,40.041,29.97,480,360,649
Q100650,8.642,29.97,640,360,650
Q100651,30.898,29.97,568,320,651
Q100652,17.2,30.0,560,360,652
Q100653,13.414,29.97,640,360,653
Q100654,33.668,29.97,480,360,654
Q100655,35.077,23.976,640,360,655
Q100656,17.651,29.97,360,480,656
Q100657,9.885,23.976,480,360,657
Q100658,51.6,25.0,640,360,658
Q100659,24.825,29.97,656,360,659
Q100660,56.0,24.0,544,360,660
Q100661,17.752,29.97,360,480,661
Q100662,21.022,29.97,480,360,662
Q100663,22.123,29.97,568,320,663
Q100664,12.0,25.0,640,360,664
Q100665,39.74,29.97,480,360,665
Q100666,60.027,29.97,480,360,666
Q100667,54.088,29.97,480,360,667
Q100668,41.942,29.97,480,360,668
Q100669,14.28,25.0,640,360,669
Q100670,47.014,29.97,640,360,670
Q100671,27.495,29.97,480,360,671
Q100672,60.027,29.97,480,360,672
Q100673,38.039,29.97,480,360,673
Q100674,11.2,25.0,544,360,674
Q100675,8.009,29.97,480,360,675
Q100676,38.64,25.0,640,360,676
Q100677,15.383,29.97,640,360,677
Q100678,60.027,29.97,480,360,678
Q100679,15.016,29.97,640,360,679
Q100680,25.4,30.0,592,360,680
Q100681,66.2,29.97,480,360,681
Q100682,37.638,29.97,640,360,682
Q100683,60.027,29.97,480,360,683
Q100684,60.027,29.97,640,360,684
Q100685,16.45,29.97,480,360,685
Q100686,50.551,29.97,480,360,686
Q100687,32.933,29.97,480,360,687
Q100688,27.628,29.97,640,360,688
Q100689,16.684,29.97,480,360,689
Q100690,37.605,29.97,360,640,690
Q100691,10.094,23.976,480,360,691
Q100692,57.141,23.976,480,360,692
Q100693,47.248,29.97,360,400,693
Q100694,44.795,23.976,640,360,694
Q100695,67.267,30.0,480,360,695
Q100696,19.687,29.97,360,640,696
Q100697,60.027,29.97,640,360,697
Q100698,60.019,23.976,640,360,698
Q100699,24.859,29.97,480,360,699
Q100700,82.534,30.0,544,360,700
Q100701,67.501,29.97,360,416,701
Q100702,13.047,29.97,480,360,702
Q100703,24.925,29.97,480,360,703
Q100704,70.871,29.97,456,190,704
Q100705,65.0,24.0,640,360,705
Q100706,27.862,29.97,640,360,706
Q100707,7.341,23.976,480,360,707
Q100708,30.24,25.0,544,360,708
Q100709,9.076,29.97,360,640,709
Q100710,12.08,25.0,480,360,710
Q100711,14.557,23.976,640,360,711
Q100712,17.4,25.0,640,360,712
Q100713,16.817,29.97,480,360,713
Q100714,8.109,29.97,640,360,714
Q100715,36.64,25.0,640,360,715
Q100716,24.492,29.97,480,360,716
Q100717,72.406,23.976,640,360,717
Q100718,5.798,23.976,480,360,718
Q100719,66.234,30.0,640,360,719
Q100720,42.677,29.97,784,360,720
Q100721,30.498,29.97,480,360,721
Q100722,15.391,23.976,640,360,722
Q100723,71.205,29.97,640,360,723
Q100724,45.546,29.97,480,360,724
Q100725,89.99,29.97,480,360,725
Q100726,89.99,29.97,544,360,726
Q100727,48.783,29.97,480,360,727
Q100728,40.241,29.97,480,360,728
Q100729,16.15,29.97,480,360,729
Q100730,15.016,29.97,480,360,730
Q100731,4.972,29.97,640,360,731
Q100732,86.253,29.97,640,360,732
Q100733,82.35,29.97,360,480,733
